memorability_score;reprentativeness_score;sentence
12.703728299999998;0.03634484361703775;What a jerk.
12.7186416;0.05497471731142844;Yes, I will do so.
12.723070400000001;0.051136774191857706;I am trying again.
12.726912429999999;0.03601981695217837;This looks fine with me.
12.7281783;0.03628019481924971;Should be fine.
12.746506;0.0387886658920837;I will if I want to.
12.7588337;0.03627499175850649;I can return earlier.
12.798019700000001;0.029678406692718182;Yes I did.
12.8120433;0.042168015653319985;That would be a good idea.
12.8149553;0.06123446976719801;Have a great trip.
12.824393299999999;0.06409455805830196;are you going to apply?
12.827805999999999;0.04263741182950586;I have a favor to ask.
12.8293272;0.04552544578748984;Have a good weekend.
12.83079353;0.0312542546772613;Today has been hard for me.
12.83953;0.05478841270480002;Thanks for your offer.
12.843153299999999;0.06463390797319493;I am fine with this.
12.8471189;0.04691114945165475;I would like to discuss.
12.849673;0.022066570036435237;Is it bad?
12.851597599999998;0.06230308941778978;Then they should go home.
12.85237;0.038946998559528094;Did you get this?
12.853569499999999;0.06218113299166018;Well be back Sunday.
12.8565;0.004222879204212224;Are you OK?
12.8592729;0.052552699329077114;Hang in there guys.
12.873392899999999;0.052601083499075316;What are the units?
12.883403000000001;0.021837385796993417;Thanks good job.
12.8992;0.004127432188080072;Im on 6.
12.917245999999999;0.04387375598015535;Both of us are still here.
12.929714500000001;0.03204904950874744;Is it over?
12.933183399999999;0.043098777708073195;All the kids were cute.
12.93978427;0.032077718678808535;Take what you can get.
12.94941;0.02198155336052734;Ill get you one.
12.9520403;0.0618314986604022;I am walking in now.
12.969724199999998;0.04684716925195586;He says he has some ideas.
12.978467199999999;0.04782280383168925;Have a good evening.
12.9794153;0.06271138599880695;Nice weather for it.
12.98663923;0.04595429079202838;On call with S&P now.
12.988636399999999;0.0629851130361013;John Millar to report.
12.992410199999998;0.03635807870585007;I will be thinking of you.
12.9952689;0.05833917389396784;Zero to five percent.
12.998911499999998;0.041986139629550064;I went to see a doctor.
13.0028352;0.03678105998902025;I was planning to attend.
13.010001;0.006549126637823644;It is not surprising.
13.018006699999999;0.060256401317453016;What do you think?
13.0473271;0.04911600976044877;What is the purpose of this?
13.052026399999999;0.06362286386536908;Weather is bad here.
13.055287499999999;0.05586850088768918;Because there is traffic.
13.0610245;0.031017192946171643;Are you there?
13.0655831;0.05024341462896619;I will call when I can.
13.0694983;0.034535479656479635;Did that happen?
13.0776249;0.05438009919936503;We are all fragile.
13.0848368;0.07158300655909662;Its not working very well.
13.0877942;0.06868189319639542;The troops just walked in.
13.096599999999999;0.02143370160604622;What did Mark say?
13.098774500000001;0.060957438416776075;I agree with Jim.
13.1011329;0.022613628426672968;The only change would be the date.
13.118459999999999;0.021338073252683807;What does held mean?
13.118663699999999;0.041319930154493686;Talk to you tomorrow.
13.1266795;0.023727517931474085;Any time Thursday.
13.1429645;0.030286455115147517;How was lunch?
13.1493;0.016829020365712676;Still tied up.
13.1533845;0.030189086145746648;Things are OK.
13.1534065;0.06381762401082715;Will follow up today.
13.154022900000001;0.05161972140515082;We will get you a copy.
13.1541751;0.048633606984056534;Moved to the 7th.
13.1584295;0.0647868826013925;We will keep trying.
13.1595415;0.04772560368997352;I will review them on Monday.
13.165824269999998;0.03319050796474563;Will you come get me?
13.186396199999999;0.05402027118089483;I tried that to no avail.
13.1909191;0.0758784275087547;Little value to the pipes.
13.2191192;0.055820579689222154;If so what was it about?
13.2193611;0.07663374973141912;Good to know it exists.
13.220676;0.034004439173117205;How are things?
13.238756799999999;0.0764824530410313;Thursday works better for me.
13.239999999999998;0.01613018176977329;Got your note.
13.2493064;0.06499191247856458;Thanks for your concern.
13.2539251;0.02486250300233665;I will be late on day one.
13.26192;0.06144643675622292;I agree with Morris.
13.269089699999999;0.025725941818946798;Let me know.
13.270283599999999;0.06689972605382669;Are you going to call?
13.271305100000001;0.04810086996365309;Did we plan that?
13.2751082;0.059169870680154744;Are you back in town?
13.277530299999999;0.07227401613227571;I have 30 minutes then.
13.29035;0.05488468550024365;Just playing with you!
13.29658923;0.03576044572305656;Joel will handle this.
13.3014482;0.05943906037410458;Thanks again for your help.
13.30183353;0.030650406355507014;Money wise that is.
13.3019919;0.046760038133886614;I got it, pal.
13.302302999999998;0.018483115865814373;Can you help?
13.30808923;0.03568113243635484;Well let you know.
13.314574499999999;0.05105256647096075;It reads like she is in.
13.3205676;0.058218395566597386;Jan has a lot of detail.
13.3283845;0.02841877158200623;Paige is gone.
13.32889502;0.03025611808072449;Can you help with this one?
13.3359965;0.0605274068650308;I think there are three deals.
13.3433636;0.0798595303446817;This is all so unreal.
13.3434517;0.048468301393702166;I can look at it tonight.
13.347666799999999;0.07375675845707243;I am leaving the lake.
13.349706399999999;0.06531678347122213;Im on a plane.
13.3671455;0.07947303081597627;Thanks for all your support.
13.3721815;0.0556760596222525;I have been working on those.
13.3835651;0.04735651088230021;What do you hear?
13.3845992;0.06144823438051825;Do you need to be there?
13.39225923;0.03505068106267523;Is she done yet?
13.3981329;0.05910200603444812;Is that enough for this week?
13.39838;0.0815995347290733;Email the consent to me.
13.3994913;0.06262096630568778;I have some more data coming.
13.4010501;0.0631053468068023;Just looking to gossip.
13.4119104;0.0594879086167547;I talked to Duran.
13.4133792;0.048678506432968345;Had a great meeting.
13.416904500000001;0.0274376861558813;Just sitting around.
13.42511;0.048276572712492555;I already deleted it.
13.428724500000001;0.025873801281126096;No surprise there.
13.4345015;0.008209434125558784;What about Jay?
13.4405691;0.08160214198738003;I do wish I knew.
13.440683199999999;0.06972788929930397;She has a web address.
13.4414631;0.06269968935475453;Thanks for all you are doing.
13.4428533;0.07857327817904272;Neil has been asking around.
13.444304500000001;0.060277489162712056;Have a great day!
13.4468438;0.03825100002123068;It will probably be tomorrow.
13.4514967;0.08236833869895799;We will keep you posted.
13.463143299999999;0.06449467492417288;It better not be about me!
13.4648802;0.06226563395573029;I know several who work there.
13.4661647;0.03151470719052833;When do you have to be there?
13.4751292;0.06447048479480778;I think we are doing OK.
13.478109;0.031733534291303093;This is very sensitive.
13.4803185;0.03163893452722949;I can be there within the hour.
13.4805242;0.07565221673097812;Just wanted to touch base.
13.482356499999998;0.08202750258948846;Will call when I leave.
13.4830875;0.03053195716587412;Thanks I will.
13.4904268;0.08002384516701651;Do you need it today?
13.492499500000001;0.017971993305980025;I will be in the office tomorrow.
13.50365;0.02635295106621711;About 15 minutes.
13.5074068;0.08028534178156926;Are you being a baby?
13.5151904;0.06373303306785151;I am not aware of any.
13.5197045;0.031555275930999827;I will not be able to attend.
13.5216015;0.007751091594036283;DS and LS
13.5281091;0.08322764065135953;And leave my school alone.
13.5437938;0.04018474538694773;I will handle this afternoon.
13.5456533;0.0816921142058103;We just need a sitter.
13.563917100000001;0.05685245485054936;Milly is a seller.
13.565045699999999;0.06376461428628141;Thanks so much for the message.
13.568543599999998;0.07016214221518083;Thanks for your kind words.
13.573635099999999;0.028225763289506135;I will likely not be available.
13.584920499999999;0.05497187218321576;Hope your week is going well.
13.5930365;0.0346958174442811;We need to talk about this month.
13.5946132;0.0737462214000032;Perhaps there was a glitch.
13.598489999999998;0.025800103571142367;Tomorrow is fine.
13.6039195;0.06443624069888375;Im going to class.
13.6063996;0.010375430134872717;I mean make the move to the US.
13.611493;0.040223995374105315;Board meeting running long.
13.623405900000002;0.06421617912090759;Better than most recently.
13.63036;0.03436055647922489;Love to all, Kay.
13.637018300000001;0.028763417114065874;Thanks for asking.
13.6391555;0.08588694336214613;Thanks for checking with me.
13.6467472;0.060203596725702135;I think this just happened Friday.
13.651053600000001;0.07065667158271532;Maybe you can leave early.
13.6634004;0.06805792511328787;What is the stock price doing?
13.6723729;0.06692114168441156;Are you in a good mood?
13.6802;0.012542390543667209;Two days when?
13.68103;0.054723676366674044;Check and find out form?
13.6845464;0.06454474142684474;Seems unusual to me.
13.68838877;0.043187355613498186;How soon do you need it?
13.690778199999999;0.06158229328048978;Can you help me here?
13.6945765;0.08520779288507806;John, thanks for the update.
13.69487;0.021543713243730018;I might have something at the office.
13.7030803;0.08325798713494592;November 14 works for me.
13.7036556;0.0770169656531284;Lets discuss in the morning.
13.7058696;0.032772790060250634;It has been very rough this week.
13.711103000000001;0.014700727677677506;Press release issued.
13.7180807;0.054969250658761216;$40M in by Tuesday.
13.7186589;0.06796075396552591;Hope you had a good weekend.
13.7215633;0.08201347523769338;Get with Mary for format.
13.74695234;0.025790312792361096;Are you on the diet with me?
13.7501104;0.07044166694719324;David - did it go out?
13.753499999999999;0.011939553973940711;Thai sounds good.
13.7556352;0.0634500967342818;Mostly a social call.
13.7565955;0.07280552372022424;So the language does have value.
13.757170200000001;0.07338243052356923;Ill call you in the morning.
13.7598;0.0022361579600320906;Sorry about that!
13.7638793;0.040063524802372935;I think these will be just fine.
13.767836399999998;0.08825291439953489;I will resend to you.
13.778855199999999;0.02921057048800337;I will be there in 5 minutes.
13.7834703;0.04057724162290512;I would like to attend if so.
13.7839;0.011690904121199799;Let it rip.
13.784379000000001;0.017685407357255996;See you tomorrow.
13.7845671;0.07648419628122527;You have a nice holiday too.
13.788644079999997;0.05420129402657077;No need to send to FL.
13.7908858;0.03793283673104317;It will be very quiet all week.
13.791843799999999;0.07527476477280776;A letter is being sent today.
13.7980768;0.08342385485860057;Michael was great this AM.
13.7991472;0.03966688875975239;We can work with it either way.
13.811704500000001;0.02360110692420073;Still not resolved.
13.8135345;0.04166139750619602;I think those are the right dates.
13.824049899999999;0.0808641186290449;I like Nick and Everett.
13.8354591;0.042026800643029764;Thanks for taking the lead on this.
13.8357493;0.04216302849899041;Do you have a number for him?
13.841003;0.013483254608638735;Are you sure?
13.8430933;0.08763871723316538;Thanks, having a good time.
13.84543923;0.030360972022226804;Get with David Lund.
13.8503964;0.08915855741534258;Will give you more shortly.
13.8588352;0.03135894942206679;I actually just got a new number
13.8589579;0.02300827072774619;It has made a big difference.
13.8592205;0.05914651923846108;What is your issue sir?
13.8627015;0.006015049533233838;Get with Dot.
13.8654592;0.07643859304841416;We have lots of paper stuff.
13.8694797;0.042738624464378906;They may want to discuss with you.
13.8712292;0.05010126108582791;Still waiting on decision.
13.8761999;0.08180877377223914;I am getting home early.
13.8811895;0.07467896762660249;Lynn, got to the office OK.
13.8817472;0.04423319199823475;Even Michael was impressed.
13.882289700000001;0.018752869545453413;Got here early.
13.9124041;0.041449625181134625;I thought you were on six today.
13.9252582;0.06113496527501334;Ive never worked with her.
13.9364062;0.04483351290192586;We are on a plane coming back.
13.937911;0.03557251008435425;We can have wine and catch up.
13.9400711;0.07362682646225192;I hope you are feeling better.
13.9459175;0.02590038908306501;J. Robert Collins
13.9559611;0.07419153205616237;It will all be public someday.
13.9633647;0.045155248594961325;Please send it to both of us.
13.9654852;0.06163065720520321;Lets discuss the charges.
13.9724045;0.020520753341849964;Nothing from Mom.
13.9727095;0.015907783001983655;I will take a look at this today.
13.9788064;0.05340146555148777;I have forwarded to Kelly.
13.987886699999999;0.05323818760595775;Need before board meeting.
13.989117499999999;0.02539682853321906;Got your message.
13.992722899999999;0.020943243407149065;Lisa now has everything.
13.993161599999999;0.08332449191474986;Michael said his day was rotten.
13.9961672;0.053040756781307305;Please set something up.
14.0020045;0.020137206130114948;Im still here.
14.0084461;0.09098076663957219;Will call later to explain.
14.0218818;0.047667170393881256;In a meeting with your guys now.
14.0401002;0.08604632081291091;Ill be thinking of you.
14.048706;0.024646023818842417;No, but thanks.
14.052521599999999;0.03019732751508861;Michael has his holiday performance.
14.0527091;0.08461225818566376;What will happen to this project?
14.0529706;0.02328520336378054;No obligation to pay.
14.0589953;0.04038338271544937;Hope that you have a great Thursday.
14.060691299999998;0.03368792516312419;I am out of town on business.
14.0720065;0.012309518859411398;We in the process of making a change.
14.0735251;0.07176781038669443;Mike is putting pressure on me.
14.07629923;0.05336350606087511;Neal, can you help with this?
14.0774959;0.07045990113957168;If not, can I call you?
14.0779783;0.04764250669464296;No there will be plenty of others.
14.0931331;0.037823700200064175;Need you or John to step out.
14.1014815;0.09085210895063606;Tracey is coming next weekend.
14.107117500000001;0.023981263664590493;Depends on price.
14.11285;0.05899010195670485;Need to watch closely.
14.123474599999998;0.09008362744760598;I agreed terms with Greg.
14.123515199999998;0.06045242835312715;Is this the conference rate?
14.126324499999999;0.06692893055484617;Can you call me at home?
14.129229500000001;0.014074182957442031;Just my thoughts.
14.130558399999998;0.07387840180956605;Mike, are you aware of this?
14.1434243;0.046028402953473845;I will be checking up with Lisa
14.144777999999999;0.05000895672218428;I am out of town until Friday.
14.1645088;0.0806100923080863;Yes I will be back tonight.
14.1711249;0.05537686154111368;Message is getting through.
14.1799872;0.04979058602876247;What are you up to with Vince?
14.1812072;0.049822310582262185;Best of luck and stay in touch.
14.181543599999998;0.0917627479801382;Thanks, see you at 4.
14.186803000000001;0.03216143666718107;What does Hunter think?
14.1873897;0.015168416145627433;Hanover deal done.
14.18848;0.011400587434217437;We must be consistent.
14.1942511;0.09159117107337195;Please leave it to Brian.
14.209845999999999;0.08730993789917725;I wont be home until 6
14.210253;0.04538945949564207;Yes, I am playing.
14.2169707;0.0839774075600545;I am on a plane, sorry.
14.2203217;0.010012007889743628;She has absolutely everything.
14.2218307;0.05238602710661667;Please coordinate with him.
14.225944599999998;0.08985888190965081;As you know, this stinks.
14.2261184;0.07519654019304647;Do we know what we need?
14.229016399999999;0.09029364443772968;Make sure they are current.
14.2388167;0.08873019504715025;Was it a car wreck?
14.238836699999998;0.08999476455083462;Ill find someone to do it.
14.252817499999999;0.02217442501328847;Leaving the in-laws.
14.257193;0.04637803432654043;Lynn and Steve will attend for me.
14.2594023;0.012952505347714612;I plan to be in the office tomorrow.
14.261403000000001;0.009741539806402471;See you soon!
14.265455199999998;0.045647493741145934;That was the discussion late last night.
14.2672416;0.06657299188023114;Did you differ from me?
14.2678561;0.07827758972918814;Thats a lot of dollars.
14.268659999999999;0.09118261082719294;He would love anything about rocks.
14.2728897;0.014199873768146364;Ill call later.
14.27851923;0.0544762344545059;Hope you guys are doing fine.
14.2800295;0.01794864497704152;No material impact.
14.299202;0.05633225537256622;We are waiting on the cold front.
14.29998;0.05628252607503705;Ill get you details.
14.3078389;0.021579840697895383;Congrats big time.
14.309718100000001;0.06889190217082242;Is this the only time available?
14.315938899999999;0.02147277627124617;All ideas welcome.
14.317954799999999;0.0728833163099968;He will be available via phone.
14.3246761;0.04717670637054937;If you need John speak up now.
14.331883699999999;0.04696566073885243;We are on the road to Palacios.
14.3320866;0.0539185779253236;Thanks for the quick turnaround.
14.3329351;0.0855325854025827;A bit behind on my emails.
14.3331968;0.02013798144999025;I have a high level in my office.
14.339205699999999;0.09036552967420927;Steve Gilbert is working on this.
14.342921999999998;0.06191317492121597;Would you like to take Cam?
14.3477629;0.03768869677332501;Id be happy to.
14.35253;0.09320806790583144;We are about to leave Heaven!
14.354078399999999;0.05805414324733375;Scotty and I will be in NYC.
14.362412599999999;0.04892508837412843;Chris Foster is in!
14.3625864;0.08949134972307142;Lets have this meeting tonight.
14.3657352;0.04885219578592015;I wanted to go drinking with you.
14.3668845;0.05836799784369803;I am on my way to Heaven.
14.3757367;0.045704843531125416;I think Im OK.
14.376272499999999;0.022795756106698924;I just had my head in the clouds.
14.379100000000001;0.018050108633320013;Its raining here.
14.380736;0.05520254338833644;Are you feeling better?
14.380841;0.043410861661570904;Let me know when you get this.
14.385626799999999;0.08148918705762169;Please send to Gary Smith.
14.4137196;0.04690257604106503;What do you think about that sir?
14.4144591;0.08582945704551506;I didnt think we had.
14.417272899999999;0.09058156724741326;Met with Senators in DC.
14.4225212;0.013606834507603196;Ken agreed yesterday.
14.4282571;0.09461653587905428;Where do I go for lunch?
14.428539999999998;0.0897609716100771;Please send me an email.
14.4326551;0.088983623075899;I guess thats it for now.
14.4359606;0.024071802978587364;And how would I be going for work?
14.4418325;0.05860603881897283;I changed that in one prior draft.
14.4457701;0.08890384207328571;Thus have nothing to destroy.
14.4461003;0.06139581275958811;He is pretty tapped into it all.
14.4468415;0.06016612021465487;Its not looking too good is it?
14.448553699999998;0.04307133316623897;Do you know anything?
14.4528;0.053615959065559306;Are you two talking?
14.4531736;0.09048992592144599;John, this message concerns me.
14.454246099999999;0.09117273147459078;Thanks I needed that today!
14.4617629;0.03545087929320749;Lets wait until Monday.
14.464500000000001;0.018064368937496064;Thanks for checking.
14.467887600000001;0.01088154038139472;The contract is a bit complicated.
14.4720203;0.023636291981371602;I told Gary you could make the call.
14.4905689;0.0528177338102731;He cant help himself.
14.491771999999997;0.06223363061444118;Wonder what next week will bring.
14.4947732;0.08499541130135031;Do we need to discuss?
14.496718300000001;0.017149242466114843;Nothing for Paige.
14.503288;0.016952426976617713;I would be glad to participate.
14.5058;0.00637744752816527;Trader Support Group
14.5064756;0.08226207495512082;Ill give it to you tomorrow.
14.5090729;0.06844799054031886;You can reply via email.
14.511185099999999;0.05036422334357387;I am looking forward to the salad.
14.512828899999999;0.02511083622726954;We need a process to deal with this.
14.53272521;0.03776170736515568;Next time ask Jim to call me.
14.539535099999998;0.014731802382771407;I am monitoring email.
14.5411048;0.05483181732053989;I want to thank everyone involved.
14.543009000000001;0.013313365258037663;Im in traffic.
14.551362999999998;0.06287689044710239;But I believe answer will be yes.
14.5579831;0.057683027506936733;Let me know if I can help.
14.56009353;0.05035009117606667;How long can you guys shop?
14.5678133;0.08996855204388333;I just tracked down Steve.
14.5695172;0.0592400318421151;Does Friday at 10 work for you?
14.5716299;0.05134590769695334;I sent you a message earlier today.
14.5766075;0.017465057420205782;TW of course.
14.58281;0.006979305521846116;They have to go away and have a think.
14.586631099999998;0.0607987690565976;Conference call with partners on Tuesday.
14.5908051;0.05686143049212018;Let me know how I can help.
14.5966183;0.015848888984389086;How much volume?
14.599916499999999;0.0614554084513037;Yup he can do it by phone.
14.6108586;0.027636001249899463;I think I get this every day now.
14.616235199999998;0.05046811698740992;Ill send you minutes.
14.6167458;0.025575852290954278;I am sorry you had to come in.
14.617656199999999;0.06661385107977047;They are firmly sitting on the fence.
14.617864599999999;0.04558034779235986;Forward it in to Steve for approval.
14.6210572;0.08307247134254346;I hear Tim has huge problems.
14.6248243;0.024771535980008832;I will call in 20 to 30 minutes.
14.6286111;0.09363957492189064;We went to Palacios to fish.
14.6299106;0.02252781773838701;Presumably so do you.
14.6346367;0.039948495569008056;Stop working weekends again.
14.6444924;0.07781180210273066;We are headed to Austin tomorrow.
14.648612499999999;0.027933122393903814;I think that is the right answer: Paris
14.6629183;0.06485964105900846;Thanks, I will look at it night.
14.6669706;0.022380136855773135;Will it be delivered?
14.683295099999999;0.02912354013350846;Bill is doing a great job on this.
14.6849561;0.05341460720797773;Let me know where you might be.
14.68862;0.028334003066243178;We are working on this as we speak.
14.688855799999999;0.026770720081453047;Ill call you to set up a time.
14.6932708;0.0437741156772847;Yes I like perfume.
14.703009999999999;0.06878821417466069;I guess we are almost there right?
14.705553599999998;0.08704106943299024;Please forward to Kevin Howard.
14.7058991;0.06612212506491057;Hope your trip to Florida was good.
14.707496199999998;0.04125148467184722;I am getting lots of questions.
14.7104897;0.009686480318574322;Rosco was great.
14.7217488;0.09480297147513779;No, but thank you for offering.
14.722612999999999;0.06827833443428465;This message is about new building tour.
14.723899099999999;0.06653616386617822;How about a call today at 2?
14.725623299999999;0.088051224988237;Yes I am coming twice.
14.7311673;0.017946197946354416;I will try to reach you on Wednesday.
14.7392127;0.03725660002212363;Im on a conference call.
14.741242499999998;0.029935167514555733;They said it was supposed to snow here.
14.744400200000001;0.09981692603856251;I would expect an answer ASAP.
14.750688199999999;0.05020983030151901;Did we get ours back?
14.7511837;0.06024052663351228;What is happening to the stock price?
14.753995699999999;0.09890559312950739;Hopefully this can wait until Monday.
14.75661877;0.04591039930973722;Have you done any deals yet?
14.759432;0.07064593798197652;I have other things to worry about!
14.7631561;0.02961644219021028;Maybe stuff we do more of next year.
14.7635469;0.07024555406062527;We need to bring them along slowly.
14.7707537;0.06282232259346109;But we should pay them the 4500.
14.773443299999999;0.07331122108823267;Hi, how are things there?
14.7778258;0.05958368960974386;Can we have them until we move?
14.7915362;0.07158442048016615;Do you have a number for Steve?
14.7921002;0.028071822757655726;I was trying to remember what Bobby said.
14.793860299999999;0.08656652061575208;Dont know how that happened.
14.7951033;0.07281001149244476;If so Whitt is done?
14.8004403;0.07139873502214239;Are we ready for this on Monday?
14.801446199999999;0.07185301335964621;I will get Georgie to call you.
14.815786;0.06765669204152841;I think Tim wants to move quickly.
14.8167045;0.010471489709153476;Is Kathy here?
14.8197584;0.07048184486289884;He played goalie almost the entire game.
14.821966100000001;0.10034255353903092;How can we get these answers?
14.825351900000001;0.02976892405619217;There will be some better news later today.
14.833450299999999;0.08593317538945935;On the plane, doors closing.
14.844363399999999;0.0497939778291419;Thanks Dan, well look after him.
14.849584499999999;0.03571267129664666;I doubt that it is forecasted.
14.8539879;0.042647184488253324;Is this a standard language?
14.8660775;0.0589564120600022;Thanks for your leadership on this issue.
14.869726499999999;0.07975665849807163;Has it been mentioned yet?
14.872597199999998;0.09528726856956939;Tax gave us the same feedback.
14.874166899999999;0.07297262324211617;What number should I call you on?
14.8778015;0.0021602963712929165;Thank you, dear.
14.8814946;0.08023946752445517;Your voice cheered me up.
14.8880611;0.049055519618158405;No, at least not to my knowledge.
14.888200000000001;0.004259281010108935;Alaska Highway Pipeline
14.8899964;0.059603039504430314;So should I drive tomorrow?
14.8989075;0.041211733896601294;Have a great evening!
14.8998563;0.027055928601540165;I think in this case specific is better.
14.902857099999999;0.04274728345404387;What happened to Savita?
14.902995099999998;0.06231028953431661;That would likely be an expensive option.
14.9126574;0.05692589922890858;I think we should consider this request.
14.9166542;0.08617335363949058;Could you see where this stands?
14.9222291;0.10114925263117464;Is there anything major going on?
14.931999999999999;0.004052002723439951;Great job, Kevin.
14.9322918;0.09453460141232872;Much better than carrying a laptop.
14.9419897;0.00767575669076761;Call me ASAP.
14.9444151;0.02913498257292401;Yes we need to get it in ASAP.
14.9445786;0.004407984195167182;Tonight is my anniversary.
14.9455882;0.04609982373993796;Im glad you liked it.
14.9459851;0.022841940538962293;Dont forget the wood.
14.9460289;0.09993523777564976;Were those the only 2 changes?
